Instance,UserTime,"BagSizeActiveCount","BagSizeStatisticMedian","BagSizeArithmeticAverage","BagSizeStatisticalStandardDeviation","BagSizeMaximum","NonLeafNodeBagSizeActiveCount","NonLeafNodeBagSizeStatisticMedian","NonLeafNodeBagSizeArithmeticAverage","NonLeafNodeBagSizeStatisticalStandardDeviation","NonLeafNodeBagSizeMaximum","NodeDepthStatisticMedian","NodeDepthArithmeticAverage","NodeDepthStatisticalStandardDeviation","NodeDepthMaximum","NonLeafNodeDepthStatisticMedian","NonLeafNodeDepthArithmeticAverage","NonLeafNodeDepthStatisticalStandardDeviation","NonLeafNodeDepthMaximum","IntroduceNodeDepthActiveCount","IntroduceNodeDepthStatisticMedian","IntroduceNodeDepthArithmeticAverage","IntroduceNodeDepthStatisticalStandardDeviation","IntroduceNodeDepthMaximum","ForgetNodeDepthActiveCount","ForgetNodeDepthStatisticMedian","ForgetNodeDepthArithmeticAverage","ForgetNodeDepthStatisticalStandardDeviation","ForgetNodeDepthMaximum","JoinNodeDepthActiveCount","JoinNodeDepthStatisticMedian","JoinNodeDepthArithmeticAverage","JoinNodeDepthStatisticalStandardDeviation","JoinNodeDepthMaximum","LeafNodeDepthActiveCount","LeafNodeDepthStatisticMedian","LeafNodeDepthArithmeticAverage","LeafNodeDepthStatisticalStandardDeviation","LeafNodeDepthMaximum","IntroduceNodePercentage","ForgetNodePercentage","JoinNodePercentage","LeafNodePercentage","IntroduceNodeBagSizeStatisticMedian","IntroduceNodeBagSizeArithmeticAverage","IntroduceNodeBagSizeStatisticalStandardDeviation","IntroduceNodeBagSizeMaximum","ForgetNodeBagSizeStatisticMedian","ForgetNodeBagSizeArithmeticAverage","ForgetNodeBagSizeStatisticalStandardDeviation","ForgetNodeBagSizeMaximum","JoinNodeBagSizeStatisticMedian","JoinNodeBagSizeArithmeticAverage","JoinNodeBagSizeStatisticalStandardDeviation","JoinNodeBagSizeMaximum","LeafNodeBagSizeStatisticMedian","LeafNodeBagSizeArithmeticAverage","LeafNodeBagSizeStatisticalStandardDeviation","LeafNodeBagSizeMaximum","JoinNodeDistanceStatisticMedian","JoinNodeDistanceArithmeticAverage","JoinNodeDistanceStatisticalStandardDeviation","JoinNodeDistanceMaximum","ItemLifetimeStatisticMedian","ItemLifetimeArithmeticAverage","ItemLifetimeStatisticalStandardDeviation","ItemLifetimeMaximum","ContainerCountStatisticMedian","ContainerCountArithmeticAverage","ContainerCountStatisticalStandardDeviation","ContainerCountMaximum","BranchingFactorStatisticMedian","BranchingFactorArithmeticAverage","BranchingFactorStatisticalStandardDeviation","BranchingFactorMaximum","BalancednessFactor","CummulativeBagSize","CummulativeIntroduceNodeBagSize","CummulativeForgetNodeBagSize","CummulativeJoinNodeBagSize","CummulativeLeafNodeBagSize","IntroducedVertexNeighborCountStatisticMedian","IntroducedVertexNeighborCountArithmeticAverage","IntroducedVertexNeighborCountStatisticalStandardDeviation","IntroducedVertexNeighborCountMaximum","ForgottenVertexNeighborCountStatisticMedian","ForgottenVertexNeighborCountArithmeticAverage","ForgottenVertexNeighborCountStatisticalStandardDeviation","ForgottenVertexNeighborCountMaximum","IntroducedVertexConnectednessFactorStatisticMedian","IntroducedVertexConnectednessFactorArithmeticAverage","IntroducedVertexConnectednessFactorStatisticalStandardDeviation","IntroducedVertexConnectednessFactorMaximum","ForgottenVertexConnectednessFactorStatisticMedian","ForgottenVertexConnectednessFactorArithmeticAverage","ForgottenVertexConnectednessFactorStatisticalStandardDeviation","ForgottenVertexConnectednessFactorMaximum","BagAdjacencyFactorStatisticMedian","BagAdjacencyFactorArithmeticAverage","BagAdjacencyFactorStatisticalStandardDeviation","BagAdjacencyFactorMaximum","BagConnectednessFactorStatisticMedian","BagConnectednessFactorArithmeticAverage","BagConnectednessFactorStatisticalStandardDeviation","BagConnectednessFactorMaximum","BagNeighborhoodCoverageFactorStatisticMedian","BagNeighborhoodCoverageFactorArithmeticAverage","BagNeighborhoodCoverageFactorStatisticalStandardDeviation","BagNeighborhoodCoverageFactorMaximum","DecompositionOverheadRatio","CummulativeDepthWeightedBagSize","CummulativeRootDistanceWeightedBagSize","CummulativeDepthWeightedIntroduceNodeBagSize","CummulativeRootDistanceWeightedIntroduceNodeBagSize","CummulativeDepthWeightedForgetNodeBagSize","CummulativeRootDistanceWeightedForgetNodeBagSize","CummulativeDepthWeightedJoinNodeBagSize","CummulativeRootDistanceWeightedJoinNodeBagSize","CummulativeIntroducedVertexNeighborCount","CummulativeDepthWeightedIntroducedVertexNeighborCount","CummulativeRootDistanceWeightedIntroducedVertexNeighborCount","CummulativeForgottenVertexNeighborCount","CummulativeDepthWeightedForgottenVertexNeighborCount","CummulativeRootDistanceWeightedForgottenVertexNeighborCount"
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",1290.000,71,5.0000,5.5070,1.8352,9.0000,64,6.0000,5.6875,1.8333,9.0000,16.0000,14.3662,6.2593,24.0000,15.0000,13.8750,5.9987,23.0000,46,17.0000,15.5000,5.5166,24.0000,19,15.0000,12.8947,7.3703,23.0000,6,11.0000,10.3333,6.2823,17.0000,7,21.0000,18.8571,7.2899,24.0000,0.6479,0.2676,0.0845,0.0986,5.0000,5.6304,1.7302,9.0000,5.0000,4.7368,1.8512,8.0000,6.5000,7.0000,1.6733,9.0000,4.0000,3.8571,0.6901,5.0000,9.0000,9.3333,4.6781,17.0000,7.5000,9.4167,7.8403,24.0000,11.5000,16.2917,15.3069,48.0000,1.0000,1.0938,0.2938,2.0000,0.7468,391.0000,259.0000,90.0000,42.0000,27.0000,1.0000,2.2391,2.3588,10.0000,2.0000,2.2632,1.0457,4.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2381,0.2866,0.1630,0.8333,1.0000,1.0000,0.0000,1.0000,0.2866,0.2609,0.1274,0.5655,2.9583,5213.0000,4562.0000,3763.0000,2712.0000,1015.0000,1235.0000,435.0000,615.0000,103.0000,1617.0000,958.0000,43.0000,593.0000,482.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",840.000,81,5.0000,5.3580,1.8729,8.0000,73,6.0000,5.5479,1.8711,8.0000,12.0000,11.6049,6.0821,24.0000,11.0000,11.0959,5.9399,23.0000,57,12.0000,12.0000,5.9522,24.0000,17,12.0000,12.1176,6.3234,23.0000,7,8.0000,7.1429,5.5205,15.0000,8,16.5000,16.2500,5.7009,24.0000,0.7037,0.2099,0.0864,0.0988,5.0000,5.4561,1.6483,8.0000,3.0000,4.0588,1.9193,7.0000,8.0000,7.7143,0.4880,8.0000,4.0000,3.6250,0.5175,4.0000,7.0000,6.7619,3.9497,15.0000,6.0000,9.2083,8.4441,25.0000,9.0000,18.0833,19.4554,62.0000,1.0000,1.0959,0.2965,2.0000,0.7077,434.0000,311.0000,69.0000,54.0000,29.0000,2.0000,2.1228,2.1963,10.0000,2.0000,2.3529,0.7019,3.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2667,0.2832,0.1930,0.8333,1.0000,1.0000,0.0000,1.0000,0.2917,0.2592,0.1528,0.6667,3.3750,4767.0000,6083.0000,3602.0000,4173.0000,766.0000,959.0000,399.0000,951.0000,121.0000,1628.0000,1397.0000,40.0000,526.0000,474.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",810.000,63,6.0000,6.2381,2.1000,9.0000,58,7.0000,6.4310,2.0699,9.0000,14.0000,14.4921,8.6600,33.0000,13.5000,14.1379,8.5460,32.0000,40,15.5000,15.6750,8.5497,33.0000,19,12.0000,13.4211,8.8777,32.0000,4,8.0000,7.7500,6.3443,15.0000,5,17.0000,18.6000,9.9398,33.0000,0.6349,0.3016,0.0635,0.0794,6.0000,6.3250,2.0177,9.0000,6.0000,5.7368,2.2321,8.0000,8.5000,7.7500,1.8930,9.0000,4.0000,4.0000,0.7071,5.0000,7.5000,8.1667,3.8808,15.0000,9.0000,11.4167,8.9390,34.0000,14.5000,16.3750,14.2090,48.0000,1.0000,1.0690,0.2556,2.0000,0.5957,393.0000,253.0000,109.0000,31.0000,20.0000,2.0000,2.3000,2.2781,10.0000,2.0000,2.2105,1.3976,6.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2381,0.2626,0.1711,0.8333,1.0000,1.0000,0.0000,1.0000,0.3056,0.2890,0.1417,0.5655,2.6250,5814.0000,7548.0000,4038.0000,4564.0000,1503.0000,2203.0000,273.0000,781.0000,92.0000,1587.0000,1541.0000,42.0000,690.0000,738.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",1780.000,66,6.0000,6.0152,2.1943,9.0000,61,6.0000,6.2295,2.1400,9.0000,14.5000,15.5000,9.1756,32.0000,14.0000,15.0492,9.0174,31.0000,44,15.5000,16.6591,9.1523,32.0000,18,13.5000,13.8889,9.0417,31.0000,4,9.0000,10.0000,9.2014,22.0000,5,19.0000,21.0000,10.3682,32.0000,0.6667,0.2727,0.0606,0.0758,6.0000,6.0227,2.0964,9.0000,6.0000,5.5556,2.4064,8.0000,8.5000,8.0000,1.4142,9.0000,3.0000,3.4000,0.5477,4.0000,11.0000,11.6667,6.0202,22.0000,10.0000,11.5833,8.8412,31.0000,15.5000,16.5417,13.8406,53.0000,1.0000,1.0656,0.2496,2.0000,0.6000,397.0000,265.0000,100.0000,32.0000,17.0000,1.0000,1.9773,2.1619,10.0000,2.0000,2.2222,1.3528,6.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2222,0.2817,0.2034,0.8333,1.0000,1.0000,0.0000,1.0000,0.2976,0.2889,0.1478,0.6667,2.7500,6080.0000,7021.0000,4387.0000,4358.0000,1340.0000,1960.0000,353.0000,703.0000,87.0000,1524.0000,1347.0000,40.0000,656.0000,664.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",970.000,79,5.0000,5.1646,1.7645,8.0000,70,5.0000,5.3143,1.7656,8.0000,15.0000,13.6456,6.3711,23.0000,15.0000,13.1571,6.1753,22.0000,52,16.0000,14.6538,5.8974,23.0000,19,12.0000,12.4737,7.1908,22.0000,8,12.5000,9.8750,6.1976,17.0000,9,20.0000,17.4444,6.9662,23.0000,0.6582,0.2405,0.1013,0.1139,5.0000,5.2692,1.6102,8.0000,4.0000,4.1579,1.7721,7.0000,7.0000,6.8750,1.2464,8.0000,4.0000,4.0000,1.3229,7.0000,8.5000,8.6786,4.6008,17.0000,6.5000,8.3750,7.7841,24.0000,10.0000,17.0000,17.8569,53.0000,1.0000,1.1143,0.3205,2.0000,0.6957,408.0000,274.0000,79.0000,55.0000,36.0000,1.0000,2.1154,3.0592,16.0000,2.0000,2.3684,1.3829,6.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.1786,0.2377,0.1878,0.8333,1.0000,1.0000,0.0000,1.0000,0.1667,0.2075,0.1442,0.5655,3.2917,5429.0000,4363.0000,3937.0000,2639.0000,907.0000,989.0000,585.0000,735.0000,110.0000,1774.0000,866.0000,45.0000,617.0000,463.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",630.000,55,7.0000,6.2545,2.0836,9.0000,51,7.0000,6.4314,2.0519,9.0000,10.0000,12.6182,8.7082,30.0000,10.0000,12.2157,8.5447,29.0000,35,12.0000,13.4000,9.0593,30.0000,17,9.0000,12.2353,7.8065,29.0000,3,1.0000,5.6667,8.9629,16.0000,4,16.0000,17.7500,10.5000,30.0000,0.6364,0.3091,0.0545,0.0727,6.0000,6.3143,2.0113,9.0000,7.0000,5.8824,2.3152,8.0000,7.0000,7.6667,1.1547,9.0000,4.0000,4.0000,0.8165,5.0000,15.0000,10.6667,7.5011,16.0000,9.5000,10.7917,8.5464,29.0000,13.5000,14.3333,11.7239,40.0000,1.0000,1.0588,0.2376,2.0000,0.5070,344.0000,221.0000,100.0000,23.0000,16.0000,2.0000,2.2571,2.2925,10.0000,2.0000,2.3529,1.4552,6.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2222,0.2532,0.1772,0.8333,1.0000,1.0000,0.0000,1.0000,0.2722,0.2750,0.1427,0.5655,2.2917,4401.0000,6263.0000,3026.0000,3825.0000,1224.0000,1876.0000,151.0000,562.0000,79.0000,1221.0000,1228.0000,40.0000,584.0000,656.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",3570.000,69,6.0000,5.8986,1.9937,9.0000,63,6.0000,6.0952,1.9651,9.0000,10.0000,11.1739,6.7562,26.0000,10.0000,10.6984,6.5786,25.0000,48,10.0000,11.5625,6.5879,26.0000,16,11.0000,11.6875,6.9543,25.0000,5,5.0000,5.8000,6.7602,17.0000,6,15.0000,16.1667,7.1671,26.0000,0.6957,0.2319,0.0725,0.0870,6.0000,5.9792,1.8276,9.0000,5.0000,4.9375,2.1438,8.0000,8.0000,8.2000,0.8367,9.0000,4.0000,3.8333,0.7528,5.0000,5.5000,7.8000,5.6717,17.0000,8.5000,9.4583,7.9179,24.0000,12.0000,16.9583,16.9718,51.0000,1.0000,1.0794,0.2725,2.0000,0.6564,407.0000,287.0000,79.0000,41.0000,23.0000,1.0000,1.8958,2.4342,10.0000,2.5000,2.6250,1.3102,6.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.1905,0.2449,0.2004,0.8333,1.0000,1.0000,0.0000,1.0000,0.2187,0.2392,0.1429,0.6667,2.8750,3994.0000,6995.0000,2989.0000,4760.0000,779.0000,1354.0000,226.0000,881.0000,91.0000,1156.0000,1301.0000,42.0000,474.0000,660.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",1680.000,71,6.0000,5.9155,2.0195,9.0000,65,6.0000,6.1077,1.9931,9.0000,9.0000,9.0141,4.8975,21.0000,8.0000,8.5538,4.7038,20.0000,51,8.0000,8.9216,4.7068,21.0000,15,11.0000,11.4000,4.3556,20.0000,5,2.0000,2.8000,2.5884,6.0000,6,13.5000,14.0000,4.4721,21.0000,0.7183,0.2113,0.0704,0.0845,6.0000,6.0588,1.8266,9.0000,4.0000,4.4667,1.7674,8.0000,9.0000,8.8000,0.4472,9.0000,4.0000,3.8333,0.7528,5.0000,4.0000,3.8000,1.9894,7.0000,7.5000,8.6250,6.7747,20.0000,8.0000,17.5000,17.6930,50.0000,1.0000,1.0769,0.2685,2.0000,0.7619,420.0000,309.0000,67.0000,44.0000,23.0000,1.0000,2.0588,2.0728,10.0000,3.0000,2.5333,0.9155,4.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2000,0.2229,0.1696,0.8333,1.0000,1.0000,0.0000,1.0000,0.2500,0.2342,0.1453,0.6667,2.9583,3324.0000,5916.0000,2499.0000,4299.0000,705.0000,769.0000,120.0000,848.0000,105.0000,1102.0000,1208.0000,38.0000,449.0000,387.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",1520.000,65,6.0000,5.6000,2.0295,9.0000,60,6.0000,5.7833,2.0008,9.0000,13.0000,12.7692,6.9028,24.0000,12.5000,12.3167,6.7107,23.0000,43,15.0000,13.6977,6.7842,24.0000,18,11.0000,11.8889,6.9017,23.0000,4,6.5000,6.7500,6.0759,14.0000,5,23.0000,18.2000,7.6289,24.0000,0.6615,0.2769,0.0615,0.0769,6.0000,5.6977,1.9091,9.0000,5.0000,4.8889,2.1113,8.0000,8.0000,7.7500,1.5000,9.0000,3.0000,3.4000,0.5477,4.0000,7.0000,7.8333,3.6886,14.0000,8.5000,9.6250,7.4122,25.0000,11.0000,15.1667,14.3547,49.0000,1.0000,1.0667,0.2515,2.0000,0.6396,364.0000,245.0000,88.0000,31.0000,17.0000,1.0000,1.9070,2.2019,10.0000,2.0000,2.2778,1.3636,6.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2000,0.2707,0.2139,0.8333,1.0000,1.0000,0.0000,1.0000,0.2556,0.2587,0.1591,0.6667,2.7083,4449.0000,4651.0000,3253.0000,2872.0000,961.0000,1239.0000,235.0000,540.0000,82.0000,1211.0000,839.0000,41.0000,562.0000,463.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",2140.000,64,5.0000,5.3438,1.7110,8.0000,58,5.0000,5.4828,1.7193,8.0000,12.0000,12.2031,7.2291,29.0000,12.0000,11.9483,7.0696,28.0000,40,12.5000,13.1250,6.9548,29.0000,19,13.0000,12.1579,7.6104,28.0000,5,7.0000,5.0000,4.1833,9.0000,6,16.0000,14.6667,8.9815,29.0000,0.6250,0.2969,0.0781,0.0938,5.0000,5.5250,1.6011,8.0000,4.0000,4.5789,1.6772,7.0000,8.0000,6.8000,1.6432,8.0000,4.0000,4.0000,0.8944,5.0000,6.5000,5.0000,3.2444,9.0000,7.5000,8.6250,7.0019,21.0000,8.0000,14.2500,14.5460,42.0000,1.0000,1.0862,0.2831,2.0000,0.5606,342.0000,221.0000,87.0000,34.0000,24.0000,1.0000,1.9000,2.6390,10.0000,2.0000,2.3684,1.6059,6.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.1000,0.2212,0.2144,0.8333,1.0000,1.0000,0.0000,1.0000,0.1357,0.2020,0.1668,0.6250,2.6667,3998.0000,6262.0000,2798.0000,3832.0000,1003.0000,1607.0000,197.0000,823.0000,76.0000,1077.0000,1203.0000,45.0000,596.0000,754.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",1130.000,68,6.0000,5.7059,1.8931,9.0000,62,6.0000,5.8710,1.8946,9.0000,14.5000,13.5882,6.5909,25.0000,14.0000,13.0968,6.3703,24.0000,45,15.0000,14.2222,6.1233,25.0000,18,14.5000,13.2778,7.5366,24.0000,5,9.0000,9.0000,6.5192,17.0000,6,20.5000,18.6667,7.2847,25.0000,0.6618,0.2647,0.0735,0.0882,6.0000,5.8444,1.7315,9.0000,4.5000,4.7778,1.9268,8.0000,8.0000,7.8000,1.3038,9.0000,4.0000,4.0000,0.6325,5.0000,7.5000,8.2000,4.3237,17.0000,8.5000,9.8750,8.2109,26.0000,12.0000,16.1667,15.5945,49.0000,1.0000,1.0806,0.2745,2.0000,0.7262,388.0000,263.0000,86.0000,39.0000,24.0000,2.0000,2.2222,2.6015,10.0000,2.0000,2.3333,0.9701,4.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2583,0.2983,0.1744,0.8333,1.0000,1.0000,0.0000,1.0000,0.2887,0.2756,0.1356,0.6667,2.8333,4885.0000,5203.0000,3540.0000,3298.0000,987.0000,1249.0000,358.0000,656.0000,100.0000,1610.0000,990.0000,42.0000,598.0000,494.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",2720.000,64,6.0000,6.1875,2.1593,9.0000,59,7.0000,6.3729,2.1327,9.0000,9.0000,8.9062,4.5276,19.0000,8.0000,8.4237,4.2960,18.0000,45,9.0000,9.2000,4.2459,19.0000,15,10.0000,9.7333,4.7127,18.0000,4,3.0000,2.5000,1.7321,4.0000,5,14.0000,14.6000,3.3615,19.0000,0.7031,0.2344,0.0625,0.0781,6.0000,6.3111,1.9751,9.0000,5.0000,5.0667,2.2509,8.0000,9.0000,9.0000,0.0000,9.0000,4.0000,4.0000,1.0000,5.0000,3.5000,4.0000,2.0889,7.0000,9.5000,8.6667,5.8285,18.0000,10.0000,16.5000,15.5675,46.0000,1.0000,1.0678,0.2536,2.0000,0.8137,396.0000,284.0000,76.0000,36.0000,20.0000,1.0000,1.9111,2.2545,10.0000,3.0000,2.6000,1.5946,6.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.1905,0.2531,0.1821,0.8333,1.0000,1.0000,0.0000,1.0000,0.2389,0.2595,0.1314,0.5655,2.6667,2996.0000,4924.0000,2298.0000,3382.0000,608.0000,912.0000,90.0000,630.0000,86.0000,953.0000,767.0000,39.0000,421.0000,359.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",800.000,60,6.0000,6.0667,2.0241,9.0000,55,6.0000,6.2364,2.0181,9.0000,14.0000,13.1000,7.6772,28.0000,14.0000,12.8182,7.4264,27.0000,38,15.5000,14.0789,7.6313,28.0000,18,13.0000,12.7222,7.3868,27.0000,4,4.0000,5.5000,6.4550,14.0000,5,21.0000,16.2000,10.5688,28.0000,0.6333,0.3000,0.0667,0.0833,6.0000,6.1842,1.9292,9.0000,5.5000,5.5000,2.1761,8.0000,7.5000,7.5000,1.7321,9.0000,4.0000,4.2000,0.8367,5.0000,7.0000,8.0000,4.5925,14.0000,8.5000,10.8750,8.6543,29.0000,12.0000,15.1667,13.6020,44.0000,1.0000,1.0727,0.2621,2.0000,0.4469,364.0000,235.0000,99.0000,30.0000,21.0000,1.0000,2.2895,2.5880,10.0000,2.0000,2.3889,1.5392,6.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2143,0.2717,0.1673,0.8333,1.0000,1.0000,0.0000,1.0000,0.2653,0.2758,0.1331,0.5655,2.5000,4626.0000,5930.0000,3244.0000,3571.0000,1187.0000,1684.0000,195.0000,675.0000,87.0000,1334.0000,1189.0000,43.0000,617.0000,630.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",2740.000,65,6.0000,6.0308,2.2077,9.0000,60,6.0000,6.2167,2.1870,9.0000,9.0000,9.6000,5.0953,20.0000,9.0000,9.1333,4.8728,19.0000,46,9.5000,9.7826,4.7183,20.0000,15,11.0000,10.8000,5.5831,19.0000,4,3.0000,3.0000,2.9439,6.0000,5,15.0000,15.2000,4.7645,20.0000,0.7077,0.2308,0.0615,0.0769,6.0000,6.1739,2.0034,9.0000,4.0000,4.8000,2.2741,8.0000,9.0000,9.0000,0.0000,9.0000,4.0000,3.8000,0.8367,5.0000,5.5000,5.6667,3.0551,11.0000,9.0000,8.8333,5.8582,18.0000,13.0000,16.3333,14.8021,47.0000,1.0000,1.0667,0.2515,2.0000,0.7737,392.0000,284.0000,72.0000,36.0000,19.0000,1.0000,1.9348,2.2051,10.0000,2.0000,2.6000,1.2421,6.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.1944,0.2442,0.1893,0.8333,1.0000,1.0000,0.0000,1.0000,0.2604,0.2564,0.1411,0.5655,2.7083,3144.0000,5088.0000,2419.0000,3545.0000,617.0000,895.0000,108.0000,648.0000,89.0000,958.0000,911.0000,39.0000,414.0000,405.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",1170.000,80,5.0000,5.3250,1.8878,8.0000,72,5.5000,5.5139,1.8914,8.0000,9.0000,9.4625,4.6278,20.0000,9.0000,8.9444,4.4528,19.0000,57,9.0000,9.6842,4.4887,20.0000,16,10.0000,10.6875,4.4828,19.0000,7,5.0000,4.8571,3.8048,11.0000,8,13.5000,14.1250,3.6031,20.0000,0.7125,0.2000,0.0875,0.1000,5.0000,5.4561,1.6591,8.0000,3.0000,3.8125,1.7595,7.0000,8.0000,7.7143,0.7559,8.0000,4.0000,3.6250,0.5175,4.0000,6.0000,6.4762,3.8713,16.0000,5.5000,8.1667,7.2871,21.0000,8.5000,17.7500,19.2246,61.0000,1.0000,1.0972,0.2983,2.0000,0.7942,426.0000,311.0000,61.0000,54.0000,29.0000,2.0000,2.1053,2.2094,10.0000,2.5000,2.4375,0.6292,3.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2500,0.2871,0.1907,0.8333,1.0000,1.0000,0.0000,1.0000,0.2895,0.2605,0.1488,0.6667,3.3333,3656.0000,5290.0000,2804.0000,3727.0000,590.0000,691.0000,262.0000,872.0000,120.0000,1321.0000,1199.0000,39.0000,432.0000,387.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",570.000,72,5.0000,5.0972,1.7374,8.0000,65,5.0000,5.2769,1.7276,8.0000,14.0000,13.5000,8.0053,26.0000,14.0000,13.0615,7.8220,25.0000,48,16.0000,14.1667,8.0750,26.0000,18,11.5000,13.3333,7.5926,25.0000,6,7.5000,8.6667,8.2865,20.0000,7,21.0000,17.5714,9.1807,26.0000,0.6667,0.2500,0.0833,0.0972,5.0000,5.1875,1.5933,8.0000,4.0000,4.2778,1.8726,7.0000,6.5000,6.8333,0.9832,8.0000,3.0000,3.4286,0.5345,4.0000,10.0000,10.1333,5.9870,20.0000,8.0000,9.5000,8.4904,27.0000,12.0000,15.2917,15.5800,50.0000,1.0000,1.0923,0.2917,2.0000,0.5331,367.0000,249.0000,77.0000,41.0000,24.0000,1.0000,2.0417,2.1924,10.0000,2.0000,2.3333,1.0290,5.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2667,0.3123,0.1976,0.8333,1.0000,1.0000,0.0000,1.0000,0.2667,0.2651,0.1385,0.6667,3.0000,4864.0000,5045.0000,3504.0000,3219.0000,974.0000,1105.0000,386.0000,721.0000,98.0000,1576.0000,1070.0000,42.0000,620.0000,514.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",1250.000,56,5.0000,5.6429,1.8234,9.0000,51,6.0000,5.7843,1.8365,9.0000,15.0000,15.2679,9.1562,32.0000,15.0000,14.9216,8.8472,31.0000,33,17.0000,16.5455,8.9096,32.0000,19,12.0000,14.2105,9.1687,31.0000,4,7.0000,9.7500,10.9659,25.0000,5,21.0000,18.8000,12.5379,32.0000,0.5893,0.3393,0.0714,0.0893,5.0000,5.8485,1.7875,9.0000,5.0000,5.1579,1.8638,8.0000,5.5000,6.2500,1.8930,9.0000,4.0000,4.2000,0.8367,5.0000,12.5000,13.5000,7.9715,25.0000,8.5000,9.5000,7.6840,26.0000,11.5000,13.1667,11.9552,39.0000,1.0000,1.0784,0.2715,2.0000,0.4553,316.0000,193.0000,98.0000,25.0000,21.0000,1.0000,2.4848,2.9804,10.0000,2.0000,2.3158,1.3765,5.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2000,0.2712,0.1941,0.8333,1.0000,1.0000,0.0000,1.0000,0.2371,0.2458,0.1353,0.6667,2.3333,4514.0000,5914.0000,3008.0000,3361.0000,1267.0000,1967.0000,239.0000,586.0000,82.0000,1351.0000,1355.0000,44.0000,660.0000,792.0000
