Instance,UserTime,"BagSizeActiveCount","BagSizeStatisticMedian","BagSizeArithmeticAverage","BagSizeStatisticalStandardDeviation","BagSizeMaximum","NonLeafNodeBagSizeActiveCount","NonLeafNodeBagSizeStatisticMedian","NonLeafNodeBagSizeArithmeticAverage","NonLeafNodeBagSizeStatisticalStandardDeviation","NonLeafNodeBagSizeMaximum","NodeDepthStatisticMedian","NodeDepthArithmeticAverage","NodeDepthStatisticalStandardDeviation","NodeDepthMaximum","NonLeafNodeDepthStatisticMedian","NonLeafNodeDepthArithmeticAverage","NonLeafNodeDepthStatisticalStandardDeviation","NonLeafNodeDepthMaximum","IntroduceNodeDepthActiveCount","IntroduceNodeDepthStatisticMedian","IntroduceNodeDepthArithmeticAverage","IntroduceNodeDepthStatisticalStandardDeviation","IntroduceNodeDepthMaximum","ForgetNodeDepthActiveCount","ForgetNodeDepthStatisticMedian","ForgetNodeDepthArithmeticAverage","ForgetNodeDepthStatisticalStandardDeviation","ForgetNodeDepthMaximum","JoinNodeDepthActiveCount","JoinNodeDepthStatisticMedian","JoinNodeDepthArithmeticAverage","JoinNodeDepthStatisticalStandardDeviation","JoinNodeDepthMaximum","LeafNodeDepthActiveCount","LeafNodeDepthStatisticMedian","LeafNodeDepthArithmeticAverage","LeafNodeDepthStatisticalStandardDeviation","LeafNodeDepthMaximum","IntroduceNodePercentage","ForgetNodePercentage","JoinNodePercentage","LeafNodePercentage","IntroduceNodeBagSizeStatisticMedian","IntroduceNodeBagSizeArithmeticAverage","IntroduceNodeBagSizeStatisticalStandardDeviation","IntroduceNodeBagSizeMaximum","ForgetNodeBagSizeStatisticMedian","ForgetNodeBagSizeArithmeticAverage","ForgetNodeBagSizeStatisticalStandardDeviation","ForgetNodeBagSizeMaximum","JoinNodeBagSizeStatisticMedian","JoinNodeBagSizeArithmeticAverage","JoinNodeBagSizeStatisticalStandardDeviation","JoinNodeBagSizeMaximum","LeafNodeBagSizeStatisticMedian","LeafNodeBagSizeArithmeticAverage","LeafNodeBagSizeStatisticalStandardDeviation","LeafNodeBagSizeMaximum","JoinNodeDistanceStatisticMedian","JoinNodeDistanceArithmeticAverage","JoinNodeDistanceStatisticalStandardDeviation","JoinNodeDistanceMaximum","ItemLifetimeStatisticMedian","ItemLifetimeArithmeticAverage","ItemLifetimeStatisticalStandardDeviation","ItemLifetimeMaximum","ContainerCountStatisticMedian","ContainerCountArithmeticAverage","ContainerCountStatisticalStandardDeviation","ContainerCountMaximum","BranchingFactorStatisticMedian","BranchingFactorArithmeticAverage","BranchingFactorStatisticalStandardDeviation","BranchingFactorMaximum","BalancednessFactor","CummulativeBagSize","CummulativeIntroduceNodeBagSize","CummulativeForgetNodeBagSize","CummulativeJoinNodeBagSize","CummulativeLeafNodeBagSize","IntroducedVertexNeighborCountStatisticMedian","IntroducedVertexNeighborCountArithmeticAverage","IntroducedVertexNeighborCountStatisticalStandardDeviation","IntroducedVertexNeighborCountMaximum","ForgottenVertexNeighborCountStatisticMedian","ForgottenVertexNeighborCountArithmeticAverage","ForgottenVertexNeighborCountStatisticalStandardDeviation","ForgottenVertexNeighborCountMaximum","IntroducedVertexConnectednessFactorStatisticMedian","IntroducedVertexConnectednessFactorArithmeticAverage","IntroducedVertexConnectednessFactorStatisticalStandardDeviation","IntroducedVertexConnectednessFactorMaximum","ForgottenVertexConnectednessFactorStatisticMedian","ForgottenVertexConnectednessFactorArithmeticAverage","ForgottenVertexConnectednessFactorStatisticalStandardDeviation","ForgottenVertexConnectednessFactorMaximum","BagAdjacencyFactorStatisticMedian","BagAdjacencyFactorArithmeticAverage","BagAdjacencyFactorStatisticalStandardDeviation","BagAdjacencyFactorMaximum","BagConnectednessFactorStatisticMedian","BagConnectednessFactorArithmeticAverage","BagConnectednessFactorStatisticalStandardDeviation","BagConnectednessFactorMaximum","BagNeighborhoodCoverageFactorStatisticMedian","BagNeighborhoodCoverageFactorArithmeticAverage","BagNeighborhoodCoverageFactorStatisticalStandardDeviation","BagNeighborhoodCoverageFactorMaximum","DecompositionOverheadRatio","CummulativeDepthWeightedBagSize","CummulativeRootDistanceWeightedBagSize","CummulativeDepthWeightedIntroduceNodeBagSize","CummulativeRootDistanceWeightedIntroduceNodeBagSize","CummulativeDepthWeightedForgetNodeBagSize","CummulativeRootDistanceWeightedForgetNodeBagSize","CummulativeDepthWeightedJoinNodeBagSize","CummulativeRootDistanceWeightedJoinNodeBagSize","CummulativeIntroducedVertexNeighborCount","CummulativeDepthWeightedIntroducedVertexNeighborCount","CummulativeRootDistanceWeightedIntroducedVertexNeighborCount","CummulativeForgottenVertexNeighborCount","CummulativeDepthWeightedForgottenVertexNeighborCount","CummulativeRootDistanceWeightedForgottenVertexNeighborCount"
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",3180.000,81,6.0000,5.9136,1.9761,9.0000,73,6.0000,6.1096,1.9689,9.0000,13.0000,12.2963,6.2017,23.0000,13.0000,11.8356,6.0254,22.0000,57,14.0000,12.8596,5.9325,23.0000,17,12.0000,12.4118,6.7829,22.0000,7,9.0000,7.4286,5.5635,14.0000,8,19.5000,16.5000,6.6117,23.0000,0.7037,0.2099,0.0864,0.0988,6.0000,6.0000,1.7728,9.0000,4.0000,4.6471,1.9982,8.0000,9.0000,8.2857,0.9512,9.0000,4.0000,4.1250,0.8345,5.0000,5.0000,6.7619,4.0714,14.0000,6.0000,9.3750,8.4123,23.0000,9.0000,19.9583,20.6702,60.0000,1.0000,1.0959,0.2965,2.0000,0.6591,479.0000,342.0000,79.0000,58.0000,33.0000,1.0000,2.0175,2.5877,10.0000,3.0000,2.4706,1.2307,4.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2000,0.2439,0.1724,0.8333,1.0000,1.0000,0.0000,1.0000,0.2341,0.2409,0.1397,0.5655,3.3750,5601.0000,5895.0000,4264.0000,3944.0000,876.0000,1020.0000,461.0000,931.0000,115.0000,1682.0000,1078.0000,42.0000,563.0000,445.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",8189.000,78,6.0000,6.0641,2.2811,10.0000,71,6.0000,6.2817,2.2689,10.0000,16.0000,15.4103,8.1039,30.0000,15.0000,14.9859,7.9201,29.0000,54,16.0000,16.1296,7.6382,30.0000,18,15.0000,15.0000,9.3053,29.0000,6,10.5000,10.1667,7.7050,22.0000,7,19.0000,19.7143,9.3401,30.0000,0.6923,0.2308,0.0769,0.0897,6.0000,6.1481,2.1138,10.0000,4.5000,5.0556,2.3880,9.0000,8.5000,8.3333,1.8619,10.0000,4.0000,3.8571,0.6901,5.0000,10.0000,9.4000,5.6054,22.0000,10.5000,11.1250,9.6878,29.0000,16.5000,19.7083,20.1677,63.0000,1.0000,1.0845,0.2801,2.0000,0.6398,473.0000,332.0000,91.0000,50.0000,27.0000,1.0000,1.9630,2.4104,10.0000,3.0000,2.3333,1.1882,4.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.1786,0.2397,0.1928,0.8333,1.0000,1.0000,0.0000,1.0000,0.2381,0.2375,0.1401,0.6667,3.2500,6906.0000,7757.0000,5174.0000,5118.0000,1200.0000,1621.0000,532.0000,1018.0000,106.0000,1899.0000,1387.0000,42.0000,717.0000,585.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",930.000,55,6.0000,5.6545,1.8878,9.0000,51,6.0000,5.8039,1.8657,9.0000,18.0000,15.7455,9.1048,29.0000,17.0000,15.1765,8.8853,28.0000,34,19.5000,16.7941,9.2729,29.0000,18,12.5000,14.2778,8.6623,28.0000,3,16.0000,12.6667,11.3725,22.0000,4,27.5000,23.0000,10.0333,29.0000,0.6182,0.3273,0.0545,0.0727,6.0000,5.7941,1.8386,9.0000,5.0000,5.1667,1.9478,8.0000,6.0000,7.0000,1.7321,9.0000,3.5000,3.7500,0.9574,5.0000,16.0000,14.6667,7.2296,22.0000,7.5000,10.1667,8.2760,30.0000,11.0000,12.9583,11.4264,42.0000,1.0000,1.0588,0.2376,2.0000,0.6739,311.0000,197.0000,93.0000,21.0000,15.0000,1.5000,2.1765,2.2626,10.0000,2.0000,2.2778,1.0741,5.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2143,0.2641,0.1770,0.8333,1.0000,1.0000,0.0000,1.0000,0.2272,0.2486,0.1325,0.5655,2.2917,4857.0000,4473.0000,3289.0000,2621.0000,1292.0000,1498.0000,276.0000,354.0000,74.0000,1368.0000,852.0000,41.0000,672.0000,558.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",650.000,67,5.0000,5.3582,1.8316,8.0000,61,6.0000,5.5246,1.8221,8.0000,16.0000,16.2836,8.8554,32.0000,16.0000,15.7869,8.6180,31.0000,42,18.5000,17.6905,8.6009,32.0000,20,14.0000,14.3000,8.9095,31.0000,5,12.0000,12.4000,9.9649,25.0000,6,23.5000,21.3333,10.5008,32.0000,0.6269,0.2985,0.0746,0.0896,5.0000,5.5000,1.7285,8.0000,4.5000,4.7000,1.8946,7.0000,7.0000,6.8000,1.6432,8.0000,3.5000,3.6667,0.8165,5.0000,12.5000,12.6000,6.4759,25.0000,8.0000,10.0417,7.9097,25.0000,13.0000,14.9583,13.5309,44.0000,1.0000,1.0820,0.2766,2.0000,0.6250,359.0000,231.0000,94.0000,34.0000,22.0000,2.0000,2.2619,2.2959,10.0000,2.0000,2.2000,0.8944,4.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2857,0.2916,0.1779,0.8333,1.0000,1.0000,0.0000,1.0000,0.2795,0.2756,0.1462,0.5655,2.7917,5874.0000,5973.0000,4093.0000,3530.0000,1316.0000,1786.0000,465.0000,657.0000,95.0000,1849.0000,1286.0000,44.0000,712.0000,740.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",940.000,67,6.0000,5.8209,2.0145,9.0000,61,6.0000,5.9836,1.9958,9.0000,17.0000,15.3433,8.6191,32.0000,17.0000,14.9344,8.4516,31.0000,44,18.5000,16.3864,8.5078,32.0000,18,11.5000,14.2222,8.7887,31.0000,5,13.0000,10.2000,8.2885,19.0000,6,23.0000,19.5000,10.0349,32.0000,0.6567,0.2687,0.0746,0.0896,6.0000,5.9318,1.8973,9.0000,5.0000,5.0000,2.0292,8.0000,9.0000,7.8000,1.6432,9.0000,4.0000,4.1667,1.4720,7.0000,11.5000,10.2000,5.9259,19.0000,8.5000,10.3333,8.8841,31.0000,14.0000,16.2500,15.3091,54.0000,1.0000,1.0820,0.2766,2.0000,0.5897,390.0000,261.0000,90.0000,39.0000,25.0000,1.0000,2.2955,2.7918,14.0000,2.0000,2.3333,1.1376,6.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2381,0.2808,0.1820,0.8333,1.0000,1.0000,0.0000,1.0000,0.2857,0.2711,0.1397,0.6667,2.7917,5902.0000,6968.0000,4237.0000,4376.0000,1215.0000,1755.0000,450.0000,837.0000,101.0000,1784.0000,1549.0000,42.0000,664.0000,722.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",1120.000,60,6.0000,5.6333,1.6464,8.0000,55,6.0000,5.7818,1.6295,8.0000,9.0000,8.4833,4.2923,17.0000,8.0000,7.9455,4.0434,16.0000,40,9.5000,8.8250,4.1006,17.0000,16,8.0000,8.9375,4.2027,16.0000,4,2.0000,3.2500,4.0311,9.0000,5,14.0000,14.4000,1.8166,17.0000,0.6667,0.2667,0.0667,0.0833,6.0000,5.8000,1.5055,8.0000,5.0000,4.6875,1.5798,7.0000,8.0000,7.7500,0.5000,8.0000,4.0000,4.0000,0.7071,5.0000,6.0000,6.1667,3.9734,12.0000,8.0000,7.9583,5.3850,18.0000,10.0000,14.0833,13.1279,45.0000,1.0000,1.0727,0.2621,2.0000,0.9111,338.0000,232.0000,75.0000,31.0000,20.0000,1.0000,2.0750,2.5459,10.0000,2.5000,2.6250,1.3102,6.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.1905,0.2727,0.1948,0.8333,1.0000,1.0000,0.0000,1.0000,0.2298,0.2491,0.1378,0.6667,2.5000,2516.0000,3568.0000,1841.0000,2335.0000,580.0000,770.0000,95.0000,463.0000,83.0000,927.0000,567.0000,42.0000,394.0000,362.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",1300.000,73,5.0000,5.5342,1.6757,8.0000,65,6.0000,5.7077,1.6745,8.0000,12.0000,13.1096,7.8041,27.0000,12.0000,12.6000,7.6420,26.0000,49,14.0000,13.4898,7.6052,27.0000,17,12.0000,13.5294,8.2698,26.0000,7,8.0000,9.4286,8.2635,22.0000,8,17.0000,17.2500,8.3964,27.0000,0.6712,0.2329,0.0959,0.1096,5.0000,5.6327,1.5233,8.0000,4.0000,4.5882,1.7698,7.0000,7.0000,7.1429,1.0690,8.0000,4.0000,4.1250,0.8345,5.0000,9.0000,10.0952,5.9584,22.0000,8.5000,9.4583,8.2672,28.0000,15.5000,16.8333,16.7765,57.0000,1.0000,1.1077,0.3124,2.0000,0.5797,404.0000,276.0000,78.0000,50.0000,33.0000,2.0000,2.2245,2.6946,10.0000,3.0000,2.4706,1.1246,4.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2000,0.2477,0.1743,0.8333,1.0000,1.0000,0.0000,1.0000,0.2341,0.2307,0.1409,0.5655,3.0417,4824.0000,6488.0000,3455.0000,4273.0000,925.0000,1259.0000,444.0000,956.0000,109.0000,1567.0000,1485.0000,42.0000,571.0000,605.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",2770.000,66,6.0000,5.5606,1.7552,8.0000,60,6.0000,5.7000,1.7301,8.0000,15.0000,14.4848,7.1710,28.0000,15.0000,14.0500,7.0022,27.0000,43,16.0000,15.2093,6.9781,28.0000,18,15.5000,14.1111,7.6994,27.0000,5,10.0000,9.6000,6.0249,16.0000,6,19.0000,18.8333,8.0602,28.0000,0.6515,0.2727,0.0758,0.0909,6.0000,5.6744,1.6289,8.0000,5.0000,4.7222,1.7424,7.0000,8.0000,7.6000,0.8944,8.0000,4.0000,4.1667,1.4720,7.0000,6.5000,7.2000,4.6747,16.0000,6.0000,9.4167,8.8853,29.0000,6.5000,15.2917,15.8457,50.0000,1.0000,1.0833,0.2787,2.0000,0.6903,367.0000,244.0000,85.0000,38.0000,25.0000,1.0000,1.9535,2.9435,14.0000,2.0000,2.3333,1.6088,6.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.1071,0.2161,0.2268,0.8333,1.0000,1.0000,0.0000,1.0000,0.1480,0.1901,0.1650,0.6667,2.7500,5033.0000,5610.0000,3558.0000,3518.0000,1091.0000,1374.0000,384.0000,718.0000,84.0000,1398.0000,1038.0000,42.0000,679.0000,539.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",630.000,59,5.0000,5.3390,1.8062,8.0000,54,5.0000,5.4815,1.7987,8.0000,13.0000,13.3729,8.6879,32.0000,13.0000,13.1667,8.5269,31.0000,36,14.5000,14.4722,8.5807,32.0000,19,12.0000,13.0526,8.7590,31.0000,4,4.0000,5.0000,5.5976,12.0000,5,15.0000,15.6000,11.1490,32.0000,0.6102,0.3220,0.0678,0.0847,5.0000,5.5000,1.7485,8.0000,5.0000,4.7895,1.8433,7.0000,6.5000,6.5000,1.7321,8.0000,3.0000,3.8000,1.0954,5.0000,6.5000,7.0000,3.8612,12.0000,7.5000,9.5417,7.6555,24.0000,8.0000,13.1250,12.4003,44.0000,1.0000,1.0741,0.2644,2.0000,0.4667,315.0000,198.0000,91.0000,26.0000,19.0000,2.0000,2.1111,2.1082,10.0000,2.0000,2.3684,1.0651,5.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2500,0.2476,0.1630,0.6667,1.0000,1.0000,0.0000,1.0000,0.2556,0.2376,0.1469,0.5556,2.4583,4085.0000,6310.0000,2793.0000,3741.0000,1135.0000,1868.0000,157.0000,701.0000,76.0000,1120.0000,1388.0000,45.0000,610.0000,875.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",760.000,67,5.0000,5.3881,1.8583,8.0000,61,6.0000,5.5574,1.8486,8.0000,19.0000,17.3582,9.3884,32.0000,19.0000,16.8361,9.1546,31.0000,42,22.0000,18.8571,8.9486,32.0000,20,13.5000,15.0500,9.8166,31.0000,5,18.0000,14.0000,10.5594,25.0000,6,27.0000,22.6667,10.9848,32.0000,0.6269,0.2985,0.0746,0.0896,5.0000,5.5238,1.7564,8.0000,4.5000,4.7500,1.9433,7.0000,7.0000,6.8000,1.6432,8.0000,3.5000,3.6667,0.8165,5.0000,13.5000,13.0000,7.5394,25.0000,7.5000,10.4583,9.7445,32.0000,11.5000,15.0417,15.3268,53.0000,1.0000,1.0820,0.2766,2.0000,0.6127,361.0000,232.0000,95.0000,34.0000,22.0000,2.0000,2.2857,2.3299,10.0000,2.0000,2.2000,0.9515,4.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2857,0.2871,0.1660,0.8333,1.0000,1.0000,0.0000,1.0000,0.2917,0.2777,0.1487,0.6667,2.7917,6316.0000,5597.0000,4404.0000,3252.0000,1383.0000,1752.0000,529.0000,593.0000,96.0000,2003.0000,1165.0000,44.0000,737.0000,715.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",460.000,76,5.0000,4.9342,1.6997,8.0000,68,5.0000,5.1029,1.7116,8.0000,15.0000,14.2895,8.0810,29.0000,14.5000,13.9265,7.9162,28.0000,50,16.5000,15.2400,7.8781,29.0000,19,12.0000,13.6842,8.4067,28.0000,7,9.0000,9.1429,7.6033,20.0000,8,18.0000,17.3750,9.3646,29.0000,0.6579,0.2500,0.0921,0.1053,5.0000,5.0600,1.5440,8.0000,3.0000,4.0000,1.7321,7.0000,7.0000,6.5714,1.2724,8.0000,3.5000,3.5000,0.5345,4.0000,8.0000,9.3333,5.4040,20.0000,9.5000,9.6667,8.3493,27.0000,15.0000,15.6250,14.5895,43.0000,1.0000,1.1029,0.3061,2.0000,0.5468,375.0000,253.0000,76.0000,46.0000,28.0000,1.5000,2.2400,2.2275,10.0000,2.0000,2.2632,0.8719,4.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.3333,0.3458,0.1841,0.8333,1.0000,1.0000,0.0000,1.0000,0.2917,0.2914,0.1515,0.6667,3.1667,5261.0000,5989.0000,3818.0000,3772.0000,973.0000,1307.0000,470.0000,910.0000,112.0000,1761.0000,1599.0000,43.0000,612.0000,678.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",1700.000,62,6.0000,5.6774,1.8267,9.0000,56,6.0000,5.8393,1.8368,9.0000,15.0000,14.1774,7.7428,28.0000,14.0000,13.5000,7.5051,27.0000,39,16.0000,15.0513,7.4585,28.0000,18,11.0000,12.7778,8.0918,27.0000,5,13.0000,12.4000,9.3434,24.0000,6,21.5000,20.5000,7.6616,28.0000,0.6290,0.2903,0.0806,0.0968,6.0000,5.8462,1.7097,9.0000,5.5000,5.0000,1.9097,8.0000,7.0000,6.8000,1.9235,9.0000,4.0000,4.1667,0.7528,5.0000,11.0000,11.8000,6.1009,24.0000,7.0000,9.7500,7.9084,24.0000,9.5000,14.6667,13.6880,43.0000,1.0000,1.0893,0.2877,2.0000,0.7317,352.0000,228.0000,90.0000,34.0000,25.0000,2.0000,2.4359,2.7414,10.0000,2.0000,2.2222,1.4775,6.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2440,0.2849,0.2006,0.8333,1.0000,1.0000,0.0000,1.0000,0.2666,0.2727,0.1597,0.6667,2.5833,4674.0000,5534.0000,3260.0000,3352.0000,1019.0000,1591.0000,395.0000,591.0000,95.0000,1538.0000,1217.0000,40.0000,568.0000,592.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",740.000,66,5.0000,5.2424,1.8234,8.0000,60,5.0000,5.4167,1.8160,8.0000,18.5000,16.3788,9.6966,33.0000,18.0000,15.9667,9.4760,32.0000,42,20.0000,17.8095,9.4746,33.0000,19,12.0000,14.4737,9.7432,32.0000,5,15.0000,11.6000,10.6442,24.0000,6,24.0000,20.5000,11.8448,33.0000,0.6364,0.2879,0.0758,0.0909,5.0000,5.3571,1.7225,8.0000,5.0000,4.6316,1.9497,7.0000,7.0000,6.6000,1.5166,8.0000,3.5000,3.5000,0.5477,4.0000,14.5000,13.0000,7.7866,24.0000,9.5000,9.9167,8.3088,31.0000,13.5000,14.4167,12.2578,40.0000,1.0000,1.0833,0.2787,2.0000,0.5285,346.0000,225.0000,88.0000,33.0000,21.0000,2.0000,2.2381,1.9731,10.0000,2.0000,2.2632,0.8057,4.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.3274,0.3221,0.1765,0.8333,1.0000,1.0000,0.0000,1.0000,0.2920,0.2935,0.1530,0.6667,2.7500,5606.0000,6158.0000,3973.0000,3677.0000,1196.0000,1796.0000,437.0000,685.0000,94.0000,1725.0000,1471.0000,43.0000,667.0000,795.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",2029.000,76,6.0000,5.8553,2.0377,9.0000,68,6.0000,6.0441,2.0475,9.0000,12.0000,12.5789,7.2998,28.0000,11.0000,12.0441,7.1204,27.0000,53,12.0000,12.7547,7.0681,28.0000,16,12.5000,13.6250,7.7792,27.0000,7,6.0000,8.8571,7.9042,21.0000,8,18.0000,17.1250,7.6986,28.0000,0.6974,0.2105,0.0921,0.1053,6.0000,5.9623,1.8289,9.0000,4.0000,4.6250,2.2174,8.0000,8.0000,7.8571,1.3452,9.0000,4.0000,4.2500,1.0351,6.0000,9.0000,9.5238,5.9232,21.0000,11.5000,9.8750,8.5634,29.0000,17.5000,18.5417,18.1682,53.0000,1.0000,1.1029,0.3061,2.0000,0.6277,445.0000,316.0000,74.0000,55.0000,34.0000,1.0000,2.1509,2.7624,12.0000,2.5000,2.5000,1.2111,5.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2143,0.2579,0.1719,0.8333,1.0000,1.0000,0.0000,1.0000,0.2537,0.2506,0.1347,0.5655,3.1667,4995.0000,7910.0000,3693.0000,5471.0000,858.0000,1288.0000,444.0000,1151.0000,114.0000,1580.0000,1726.0000,40.0000,549.0000,611.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",1360.000,71,5.0000,5.4225,1.6183,8.0000,63,6.0000,5.5873,1.6228,8.0000,15.0000,14.8451,8.9517,30.0000,14.0000,14.4444,8.7488,29.0000,46,15.5000,15.4783,8.7832,30.0000,18,13.5000,14.8889,9.2220,29.0000,7,9.0000,10.5714,9.5369,25.0000,8,18.0000,18.0000,10.5153,30.0000,0.6479,0.2535,0.0986,0.1127,5.0000,5.5217,1.5017,8.0000,4.0000,4.6667,1.7489,7.0000,7.0000,6.7143,1.1127,8.0000,4.0000,4.1250,0.8345,5.0000,11.0000,11.6190,6.9316,25.0000,6.5000,9.7917,8.6426,26.0000,11.0000,16.0417,15.5884,49.0000,1.0000,1.1111,0.3168,2.0000,0.5000,385.0000,254.0000,84.0000,47.0000,33.0000,1.0000,2.2826,2.7702,10.0000,2.0000,2.3889,1.1950,4.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2000,0.2522,0.1788,0.8333,1.0000,1.0000,0.0000,1.0000,0.2282,0.2307,0.1409,0.5655,2.9583,5366.0000,6569.0000,3741.0000,4133.0000,1135.0000,1469.0000,490.0000,967.0000,105.0000,1665.0000,1590.0000,43.0000,658.0000,675.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",4040.000,58,6.5000,6.2759,2.2462,9.0000,54,7.0000,6.4630,2.2039,9.0000,12.0000,11.9483,6.2756,25.0000,12.0000,11.4259,6.0893,24.0000,40,12.5000,12.5000,5.8748,25.0000,15,13.0000,11.6000,7.2190,24.0000,3,9.0000,6.3333,5.5076,10.0000,4,18.5000,19.0000,4.6904,25.0000,0.6897,0.2586,0.0517,0.0690,6.5000,6.3750,2.0962,9.0000,6.0000,5.4667,2.4456,8.0000,9.0000,9.0000,0.0000,9.0000,3.5000,3.7500,0.9574,5.0000,9.0000,6.6667,4.4121,10.0000,8.0000,9.5000,6.9845,24.0000,9.0000,15.1667,14.2544,46.0000,1.0000,1.0556,0.2312,2.0000,0.8158,364.0000,255.0000,82.0000,27.0000,15.0000,1.0000,1.9000,2.0229,10.0000,2.0000,2.6000,1.4041,6.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.1944,0.2545,0.1878,0.8333,1.0000,1.0000,0.0000,1.0000,0.2486,0.2640,0.1349,0.5655,2.4167,3684.0000,5780.0000,2788.0000,3842.0000,725.0000,1407.0000,171.0000,531.0000,76.0000,985.0000,991.0000,39.0000,448.0000,566.0000
"/home/dvirdu/IdeaProjects/efficienttdenum/dflat/test_instances/instance_n24_p0.10_003.lp",680.000,66,5.0000,5.3485,1.5639,8.0000,59,6.0000,5.4915,1.5798,8.0000,16.0000,15.4394,8.3797,30.0000,16.0000,14.9322,8.1619,29.0000,42,16.5000,16.0476,8.0667,30.0000,18,17.0000,15.1111,9.0676,29.0000,6,12.5000,12.1667,9.1305,24.0000,7,21.0000,19.7143,9.6387,30.0000,0.6364,0.2727,0.0909,0.1061,5.0000,5.5000,1.4356,8.0000,4.0000,4.5556,1.6169,7.0000,6.5000,6.6667,1.2111,8.0000,4.0000,4.1429,0.6901,5.0000,11.0000,11.2667,6.4162,24.0000,8.5000,9.4583,8.3665,25.0000,13.0000,14.7083,13.8202,43.0000,1.0000,1.1017,0.3048,2.0000,0.6211,353.0000,231.0000,82.0000,40.0000,29.0000,2.0000,2.4762,2.6891,10.0000,2.5000,2.3889,1.0369,4.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.2857,0.3077,0.1533,0.8333,1.0000,1.0000,0.0000,1.0000,0.2684,0.2817,0.1423,0.6667,2.7500,5021.0000,5922.0000,3473.0000,3688.0000,1080.0000,1462.0000,468.0000,772.0000,104.0000,1746.0000,1478.0000,43.0000,626.0000,707.0000
